points,region_1,variety,price_bins
84,Dry Creek Valley,Zinfandel,$30-60
84,Sonoma County,Pinot Noir,$15-30
84,Napa Valley,Merlot,$30-60
84,Russian River Valley,Sauvignon Blanc,<$15
84,Monterey County,Pinot Noir,$15-30
84,Rutherford,Cabernet Sauvignon,$15-30
84,California,Sparkling Blend,<$15
84,Finger Lakes,Vidal Blanc,$15-30
84,California,Pinot Noir,$15-30
84,Santa Barbara County,Syrah,$15-30
84,Carneros,Pinot Noir,$15-30
88,Alexander Valley,Cabernet Franc,$30-60
88,Columbia Valley (WA),Pinot Gris,<$15
88,Paso Robles,Rhône-style Red Blend,$15-30
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Green Valley,Sparkling Blend,$30-60
88,Napa Valley,Sauvignon Blanc,$15-30
88,Anderson Valley,Pinot Noir,$15-30
88,Marin County,Pinot Noir,$15-30
88,Knights Valley,Cabernet Sauvignon,$60-100
88,Washington,Chardonnay,$15-30
88,Santa Maria Valley,Chenin Blanc,$15-30
90,Napa Valley,Cabernet Sauvignon,$15-30
90,Horse Heaven Hills,Cabernet Sauvignon,$60-100
90,Chehalem Mountains,Pinot Noir,$30-60
90,Paso Robles,Cabernet Sauvignon,$30-60
90,Sta. Rita Hills,Chardonnay,$30-60
90,Santa Ynez Valley,Albariño,$15-30
90,Napa Valley,Meritage,$30-60
90,Dundee Hills,Pinot Blanc,$15-30
90,Russian River Valley,Pinot Noir,$30-60
90,Sta. Rita Hills,Pinot Noir,$15-30
90,Columbia Valley (WA),Dolcetto,$15-30
90,Willamette Valley,Riesling,<$15
93,Red Hills Lake County,Cabernet Sauvignon,$15-30
93,Red Hills Lake County,Syrah,$15-30
93,Santa Maria Valley,Syrah,$30-60
93,Alexander Valley,Cabernet Sauvignon,$30-60
93,Sierra Foothills,Mourvèdre,$15-30
93,Sonoma Coast,Syrah-Viognier,$30-60
93,Santa Maria Valley,Syrah,$30-60
93,Santa Maria Valley,Grenache,$30-60
93,Sta. Rita Hills,Chardonnay,$15-30
93,Sta. Rita Hills,Chardonnay,$30-60
93,Anderson Valley,Pinot Noir,$30-60
93,Mendocino Ridge,Pinot Noir,$30-60
93,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
93,Ballard Canyon,Grenache,$30-60
93,Red Hills Lake County,Syrah,$30-60
93,Napa Valley,Cabernet Sauvignon,100-500
93,Paso Robles,Cabernet Franc,$60-100
93,Stags Leap District,Cabernet Sauvignon,$60-100
92,Russian River Valley,Pinot Noir,$60-100
91,Russian River Valley,Pinot Noir,$15-30
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Central Coast,Pinot Noir,$15-30
91,Santa Maria Valley,Pinot Noir,$15-30
91,Sonoma Coast,Pinot Noir,$30-60
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Russian River Valley,Chardonnay,$30-60
91,Sonoma Coast,Pinot Noir,<$15
91,Sonoma Coast,Pinot Noir,$15-30
91,Russian River Valley,Zinfandel,$15-30
90,Russian River Valley,Chardonnay,$15-30
90,San Benito County,Pinot Noir,$30-60
88,Umpqua Valley,Rosé,$15-30
88,Napa Valley,Sauvignon Blanc,$15-30
88,Amador County,Zinfandel,$15-30
88,Lodi,Zinfandel,$15-30
88,Sonoma Valley,Chardonnay,$15-30
88,Sonoma Coast,Pinot Noir,$30-60
88,Texas,Red Blend,<$15
88,Umpqua Valley,Tempranillo,$30-60
88,Umpqua Valley,Chardonnay-Pinot Blanc,$15-30
88,Willamette Valley,Rosé,$15-30
88,Oregon,Pinot Gris,<$15
90,Columbia Valley (WA),Merlot,$15-30
90,Anderson Valley,Pinot Noir,$30-60
90,Sonoma Coast,Pinot Noir,$30-60
90,Napa Valley,Sauvignon Blanc,<$15
90,Columbia Valley (WA),Bordeaux-style Red Blend,$60-100
90,Alexander Valley,Cabernet Sauvignon,$30-60
90,Mount Veeder,Cabernet Sauvignon,100-500
90,Santa Cruz Mountains,Chardonnay,$15-30
90,Columbia Valley (WA),Red Blend,$15-30
90,Edna Valley,Chardonnay,$30-60
90,Yakima Valley,Tempranillo,$15-30
90,Russian River Valley,Pinot Noir,$30-60
90,Sonoma Coast,Pinot Noir,$30-60
90,Napa Valley,Cabernet Sauvignon,$15-30
90,Santa Barbara County,Petite Sirah,$30-60
90,Santa Barbara County,Roussanne,$15-30
96,Santa Ynez Valley,Red Blend,$60-100
95,Napa Valley,Cabernet Sauvignon,100-500
95,Napa Valley,Cabernet Sauvignon,$30-60
95,Sonoma Coast,Pinot Noir,$60-100
95,Napa Valley,Sauvignon Blanc,$30-60
94,Napa Valley,Bordeaux-style Red Blend,100-500
94,Napa Valley,Red Blend,100-500
94,Anderson Valley,Pinot Noir,$30-60
94,Napa County,Cabernet Sauvignon,$15-30
94,Columbia Gorge (OR),Red Blend,$30-60
94,Santa Maria Valley,Pinot Noir,$30-60
94,Napa Valley,Red Blend,$60-100
94,Santa Ynez Valley,Syrah,$30-60
94,Santa Maria Valley,Pinot Noir,$30-60
83,California,Chardonnay,<$15
83,Russian River Valley,Chardonnay,<$15
83,Monterey,Chardonnay,<$15
83,Monterey County,Sauvignon Blanc,<$15
83,Paso Robles,Merlot,$30-60
83,Central Coast,Cabernet Sauvignon,<$15
83,Paso Robles,Rhône-style Red Blend,$30-60
83,California,Cabernet Sauvignon,<$15
83,Yakima Valley,Marsanne,$15-30
83,Columbia Valley (WA),Chardonnay,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Willamette Valley,Pinot Noir,$30-60
90,Napa Valley,Red Blend,$60-100
90,Solano County,Tannat,$15-30
90,Willamette Valley,Pinot Gris,$15-30
90,Napa Valley,Red Blend,$15-30
90,Edna Valley,Pinot Noir,$15-30
90,Willamette Valley,Pinot Noir,$15-30
90,El Dorado,Cabernet Sauvignon,$15-30
90,Paso Robles,Picpoul,$30-60
90,Dry Creek Valley,Cabernet Franc,$30-60
86,Columbia Valley (WA),Bordeaux-style White Blend,$15-30
86,Horse Heaven Hills,Merlot,<$15
86,North Coast,Red Blend,$15-30
85,El Dorado County,Riesling,<$15
85,California,Cabernet Sauvignon,<$15
85,Russian River Valley,Chardonnay,$15-30
85,Finger Lakes,Riesling,<$15
85,Carmel Valley,Pinot Noir,$15-30
85,Columbia Valley (WA),Cabernet Franc,$15-30
89,Oakville,Cabernet Sauvignon,$30-60
89,Finger Lakes,Gewürztraminer,<$15
89,Napa Valley,Cabernet Sauvignon,$60-100
89,Columbia Valley (WA),Syrah,$30-60
89,Santa Ynez Valley,Cabernet Sauvignon,$30-60
89,Columbia Valley (WA),Red Blend,$30-60
89,Finger Lakes,Riesling,$15-30
89,Finger Lakes,Riesling,<$15
89,Rattlesnake Hills,Syrah,<$15
89,Horse Heaven Hills,Malbec,$15-30
89,Finger Lakes,Riesling,<$15
83,Yorkville Highlands,Sauvignon Blanc,$15-30
83,Columbia Valley (WA),Syrah,<$15
83,Sierra Foothills,Barbera,$15-30
83,Russian River Valley,Pinot Noir,$15-30
83,Dry Creek Valley,Sauvignon Blanc,<$15
83,Washington,Chardonnay,<$15
83,Yakima Valley,Chardonnay,<$15
83,Monterey County,Pinot Noir,$15-30
92,Paso Robles,Bordeaux-style Red Blend,$30-60
92,Columbia Valley (WA),Riesling,$15-30
92,Rutherford,Cabernet Sauvignon,$60-100
92,Sonoma Coast,Chardonnay,$15-30
92,Edna Valley,Viognier,$15-30
86,Sonoma County,Cabernet Sauvignon,$15-30
86,Dry Creek Valley,Sauvignon Blanc,<$15
86,California,Chardonnay,<$15
86,California,Pinot Grigio,<$15
86,Lodi,Cabernet Sauvignon,<$15
86,California,Cabernet Sauvignon,<$15
86,Yakima Valley,Petit Verdot,$30-60
86,California,Red Blend,$15-30
86,California,Pinot Noir,<$15
86,Columbia Valley (WA),Merlot,<$15
86,Walla Walla Valley (WA),Viognier,$15-30
86,Columbia Valley (WA),Shiraz,<$15
86,Sonoma Valley,Cabernet Sauvignon,$30-60
86,Lodi,Chardonnay,<$15
90,Sonoma Coast,Pinot Gris,$15-30
90,Horse Heaven Hills,Cabernet Sauvignon,<$15
89,Paso Robles,Cabernet Sauvignon,$30-60
89,Arroyo Seco,Sauvignon Blanc,<$15
89,Sta. Rita Hills,Syrah,$15-30
89,Santa Barbara County,Sauvignon Blanc,$15-30
89,Sierra Foothills,Petite Sirah,$15-30
89,Los Carneros,Pinot Noir,$30-60
89,Columbia Valley (WA),Riesling,<$15
89,Walla Walla Valley (WA),Syrah,$15-30
89,Columbia Valley (WA),Chardonnay,$15-30
89,Yakima Valley,Syrah,<$15
89,Columbia Valley (WA),Cabernet Sauvignon,$30-60
89,Paso Robles,Red Blend,$30-60
94,Russian River Valley,Pinot Noir,$60-100
92,Anderson Valley,Pinot Noir,$30-60
92,Santa Cruz Mountains,Pinot Noir,$30-60
92,Santa Lucia Highlands,Pinot Noir,$30-60
92,Lake County,Cabernet Franc,$30-60
92,Adelaida District,Rhône-style Red Blend,$30-60
92,Russian River Valley,Chardonnay,$15-30
92,Russian River Valley,Pinot Noir,$30-60
92,Sta. Rita Hills,Pinot Noir,$30-60
92,Sonoma Coast,Pinot Noir,$30-60
92,Paso Robles,Grenache,$30-60
92,Howell Mountain,Cabernet Sauvignon,$30-60
92,Santa Barbara County,Syrah,$30-60
92,Santa Maria Valley,Pinot Noir,$30-60
92,Santa Barbara County,Syrah,$15-30
92,Eola-Amity Hills,Pinot Noir,$30-60
92,Santa Cruz Mountains,Pinot Noir,$60-100
92,Sonoma Coast,Chardonnay,$30-60
92,Sonoma Coast,Pinot Noir,$30-60
90,El Dorado,Petite Sirah,$30-60
90,Eola-Amity Hills,Pinot Gris,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Virginia,Touriga,$30-60
90,Russian River Valley,Zinfandel,$30-60
90,Willamette Valley,Pinot Noir,<$15
90,Eola-Amity Hills,Auxerrois,$15-30
84,Napa Valley,Sauvignon Blanc,$15-30
84,California,Pinot Gris,$15-30
84,Sonoma County-Napa County,Red Blend,$30-60
84,Sonoma Coast,Zinfandel,$15-30
84,Dry Creek Valley,Zinfandel,$30-60
84,Carneros-Napa Valley,Chardonnay,$30-60
84,California,Cabernet Sauvignon,<$15
84,Southern Oregon,Semillon-Sauvignon Blanc,$15-30
84,Napa Valley,Chardonnay,$30-60
84,California,Chardonnay,$30-60
86,Sta. Rita Hills,Pinot Noir,$30-60
86,Napa Valley,Red Blend,$30-60
88,Idaho,Red Blend,<$15
88,Sta. Rita Hills,Pinot Noir,$30-60
88,Finger Lakes,Pinot Noir,$15-30
88,Paso Robles,Rhône-style Red Blend,$30-60
88,Russian River Valley,Pinot Noir,$30-60
88,Russian River Valley,Pinot Grigio,$15-30
88,Santa Lucia Highlands,Pinot Noir,$30-60
88,Idaho,Rosé,<$15
88,Chalk Hill,Malbec,$30-60
88,Chalk Hill,Cabernet Franc,$30-60
88,Carneros,Chardonnay,$15-30
88,Lodi,Albariño,$15-30
88,Idaho,Pinot Gris,<$15
86,Carneros,Pinot Noir,$15-30
86,Russian River Valley,Gewürztraminer,$15-30
86,Napa Valley,Sauvignon Blanc,<$15
85,Monterey,Pinot Noir,$30-60
85,Carneros,Pinot Noir,$30-60
85,Russian River Valley,Chardonnay,$15-30
85,Carneros,Pinot Noir,$30-60
85,Chalone,Pinot Noir,$30-60
88,Columbia Valley (WA),Rosé,<$15
88,Napa Valley,Merlot,$15-30
88,Willamette Valley,Pinot Noir,$30-60
88,Wahluke Slope,Syrah,$30-60
88,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
88,Columbia Valley (WA),Bordeaux-style Red Blend,$15-30
88,Napa Valley,Cabernet Sauvignon,$15-30
88,Dundee Hills,Rosé,$15-30
88,Umpqua Valley,Sauvignon Blanc,$15-30
88,Santa Maria Valley,Chardonnay,$15-30
88,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
88,Columbia Valley (WA),Syrah,$30-60
88,Central Coast,Sauvignon Blanc,<$15
88,Lodi,Nero d'Avola,$15-30
88,Columbia Valley (WA),Bordeaux-style White Blend,$15-30
88,Red Mountain,Red Blend,$30-60
88,Sta. Rita Hills,Chardonnay,$15-30
88,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
88,Oak Knoll District,Merlot,100-500
88,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
88,Mendocino,Port,$30-60
88,Dry Creek Valley,Zinfandel,$15-30
93,Adelaida District,Tannat-Syrah,$30-60
93,Yorkville Highlands,Pinot Noir,$30-60
93,Russian River Valley,Chardonnay,$30-60
93,Dry Creek Valley,Zinfandel,$15-30
93,Mendocino Ridge,Pinot Noir,$30-60
93,Santa Lucia Highlands,Chardonnay,$30-60
93,Santa Lucia Highlands,Syrah,$30-60
93,Paso Robles,Petit Verdot,$15-30
93,Santa Maria Valley,Chardonnay,$30-60
93,North Coast,Sparkling Blend,$30-60
93,Mendocino County,Pinot Noir,$30-60
93,Columbia Valley (WA),Syrah,$30-60
93,Livermore Valley,Chardonnay,$60-100
93,Santa Cruz Mountains,Chardonnay,$15-30
93,Yountville,Bordeaux-style Red Blend,$60-100
89,Santa Barbara County,Syrah-Cabernet Sauvignon,$30-60
89,Sonoma County,Zinfandel,$30-60
89,Temecula Valley,Roussanne,$15-30
89,Russian River Valley,Pinot Noir,$30-60
89,Santa Margarita Ranch,Merlot,$15-30
89,Finger Lakes,Riesling,<$15
89,Columbia Valley (WA),Malbec,$15-30
89,Finger Lakes,Rosé,<$15
89,Washington,Syrah,$15-30
89,Paso Robles,Rhône-style Red Blend,$60-100
89,Anderson Valley,Chardonnay,$30-60
89,Mendocino County,Chardonnay,<$15
89,Horse Heaven Hills,Chardonnay,$15-30
89,Sonoma Coast,Pinot Noir,$30-60
89,Wahluke Slope,Grenache,$15-30
89,Washington,Red Blend,$15-30
89,California,Sauvignon Blanc,<$15
89,Columbia Valley (WA),Red Blend,$30-60
89,Paso Robles,Viognier,$15-30
88,Edna Valley,Pinot Gris,$15-30
88,Columbia Valley (WA),Red Blend,$15-30
88,Sonoma Coast,Pinot Noir,$15-30
88,Columbia Valley (WA),Red Blend,$30-60
88,Napa Valley,Cabernet Sauvignon,$60-100
88,Walla Walla Valley (WA),Red Blend,$15-30
88,Columbia Valley (WA),Malbec,$30-60
88,Oak Knoll District,Syrah,$30-60
89,Lodi,Red Blend,<$15
89,Mendocino,Red Blend,<$15
89,Marin County,Viognier,$15-30
89,Red Hills Lake County,Cabernet Sauvignon,$30-60
89,Paso Robles,Rhône-style Red Blend,$30-60
85,Santa Cruz Mountains,Pinot Noir,$15-30
85,Carneros,Pinot Noir,$15-30
85,Paso Robles,Petite Sirah,$30-60
85,Paso Robles,Merlot,$15-30
85,California,Pinot Noir,<$15
85,California,Sauvignon Blanc,<$15
85,Chehalem Mountains,Pinot Noir,$15-30
85,Paso Robles,Petit Verdot,$15-30
85,Finger Lakes,Chardonnay,<$15
85,Mount Veeder,Chardonnay,$30-60
85,Paso Robles,Rhône-style Red Blend,$15-30
86,Cayuga Lake,Pinot Noir,$15-30
86,California,Cabernet Sauvignon,<$15
86,Finger Lakes,Riesling,<$15
86,California,Rosé,<$15
86,Columbia Valley (WA),Red Blend,$15-30
86,Red Mountain,Pinot Gris,$15-30
86,Sonoma County,Red Blend,$15-30
86,Sonoma County,Sauvignon Blanc,<$15
87,Napa Valley,Zinfandel,$30-60
87,Russian River Valley,Pinot Noir,$15-30
86,Potter Valley,Pinot Noir,$15-30
86,Santa Ynez Valley,Bordeaux-style Red Blend,$30-60
86,Russian River Valley,Chardonnay,$30-60
86,Russian River Valley,Pinot Noir,$30-60
86,Paso Robles,Rhône-style Red Blend,$15-30
86,Napa Valley,Red Blend,$30-60
86,Sonoma Coast,Chardonnay,$30-60
88,Rattlesnake Hills,Malbec,$30-60
88,Washington,Merlot,<$15
88,Santa Cruz Mountains,Pinot Noir,$30-60
88,Napa Valley,Sauvignon Blanc,$15-30
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Columbia Valley (WA),Cabernet Sauvignon,$15-30
88,Paso Robles,Rosé,$30-60
88,Amador County,Orange Muscat,$15-30
88,Finger Lakes,Cabernet Franc,$15-30
88,Shenandoah Valley (CA),Cabernet Sauvignon,$30-60
88,Central Coast,Pinot Noir,$15-30
88,Paso Robles,Zinfandel,$15-30
88,Santa Ynez Valley,Cabernet Sauvignon,$30-60
88,Sta. Rita Hills,Pinot Noir,$15-30
88,Sta. Rita Hills,Pinot Noir,$30-60
88,Finger Lakes,Cabernet Sauvignon,$15-30
86,Yakima Valley,Merlot,$15-30
86,Livermore Valley,Pinot Blanc,$15-30
86,Livermore Valley,Chardonnay-Semillon,$15-30
86,Rutherford,Merlot,$30-60
86,Anderson Valley,Pinot Gris,$15-30
86,Sonoma County,Viognier,$30-60
86,Horse Heaven Hills,Syrah,$15-30
86,Finger Lakes,Chardonnay,<$15
86,Arroyo Grande Valley,Chardonnay,$15-30
86,Sonoma County,Chardonnay,$15-30
86,Columbia Valley (WA),Zinfandel,$15-30
86,Russian River Valley,Pinot Noir,$15-30
86,Carneros,Chardonnay,$15-30
86,Carneros,Pinot Noir,$15-30
86,Alexander Valley,Bordeaux-style Red Blend,<$15
86,Alta Mesa,Red Blend,$15-30
86,Mount Veeder,Merlot,$30-60
86,Paso Robles,Viognier,$15-30
86,Columbia Valley (WA),Merlot,$15-30
86,California,Pinot Grigio,<$15
86,Alexander Valley,Red Blend,$30-60
86,Dry Creek Valley,Cabernet Franc,$30-60
93,Russian River Valley,Zinfandel,$30-60
93,Central Coast,Syrah,$30-60
93,Santa Maria Valley,Pinot Noir,$30-60
93,California,Chardonnay,$60-100
93,Walla Walla Valley (WA),Red Blend,$15-30
93,Walla Walla Valley (WA),Syrah,$30-60
93,Santa Cruz Mountains,Pinot Noir,$30-60
93,Sonoma Coast,Pinot Noir,$30-60
93,Edna Valley,Chardonnay,$30-60
93,Columbia Valley (WA),Mourvèdre,$30-60
93,Napa Valley,Cabernet Sauvignon,$30-60
93,Russian River Valley,Pinot Noir,$60-100
93,Santa Cruz Mountains,Pinot Noir,$60-100
93,Calistoga,Cabernet Sauvignon,100-500
93,Napa Valley,Cabernet Sauvignon,100-500
93,Napa Valley,Chardonnay,$15-30
85,California,Pinot Grigio,$15-30
85,Sonoma County,Chardonnay,<$15
85,North Coast,Cabernet Sauvignon,$15-30
85,California,Sauvignon Blanc,$15-30
85,Willamette Valley,Pinot Noir,$15-30
85,Willamette Valley,Riesling,<$15
85,Lodi,Merlot,<$15
85,Central Coast,Pinot Noir,$15-30
85,California,Sauvignon Blanc,<$15
85,Monterey County,Sauvignon Blanc,$15-30
92,Dry Creek Valley,Zinfandel,$30-60
92,Sierra Foothills,Roussanne,$15-30
92,Anderson Valley,Pinot Noir,$30-60
92,Sonoma County,Pinot Noir,$30-60
92,Carneros,Pinot Noir,$30-60
92,Willamette Valley,Riesling,$15-30
92,Willamette Valley,Pinot Noir,$30-60
92,Sonoma Coast,Pinot Noir,$60-100
92,McMinnville,Riesling,$15-30
92,Ribbon Ridge,Pinot Noir,$60-100
92,Willamette Valley,Chardonnay,$30-60
92,Chehalem Mountains,Pinot Noir,$60-100
92,Walla Walla Valley (OR),Red Blend,$60-100
92,Walla Walla Valley (OR),Viognier,$60-100
92,Willamette Valley,Pinot Noir,$30-60
88,Dry Creek Valley,Syrah,$15-30
88,Wahluke Slope,Bordeaux-style Red Blend,$30-60
88,Livermore Valley,Red Blend,$15-30
88,Paso Robles,Zinfandel,$30-60
88,Wahluke Slope,Malbec,$15-30
88,Wahluke Slope,Red Blend,$15-30
88,Calistoga,Cabernet Sauvignon,$60-100
88,Sonoma County,Cabernet Sauvignon,$15-30
88,Spring Mountain District,Cabernet Sauvignon,$60-100
88,Mendocino County,Chardonnay,<$15
88,Wahluke Slope,Mourvèdre,$30-60
94,Napa Valley,Cabernet Sauvignon,$60-100
94,Carneros,Pinot Noir,$30-60
94,Napa Valley,Cabernet Sauvignon,100-500
94,Napa Valley,Cabernet Sauvignon,$60-100
94,Napa Valley,Cabernet Sauvignon,100-500
94,Oakville,Cabernet Sauvignon,100-500
90,Santa Lucia Highlands,Pinot Noir,$60-100
90,North Fork of Long Island,Bordeaux-style Red Blend,$15-30
90,Mendocino County,Cabernet Sauvignon,$15-30
90,Livermore Valley,Rhône-style Red Blend,$30-60
90,Columbia Valley (WA),Cabernet Sauvignon,$15-30
90,Napa Valley,Cabernet Sauvignon,100-500
90,Paso Robles,Rosé,$15-30
90,North Fork of Long Island,Sauvignon Blanc,$15-30
90,Mount Veeder,Chardonnay,$30-60
90,Lodi,Zinfandel,$15-30
90,Napa Valley,Sauvignon Blanc,$15-30
90,North Fork of Long Island,Malbec,$30-60
90,North Fork of Long Island,Merlot,$15-30
90,Sierra Foothills,Red Blend,$15-30
90,Finger Lakes,Chardonnay,$15-30
90,Red Mountain,Cabernet Sauvignon,$30-60
90,Columbia Valley (WA),Zinfandel,$15-30
90,Finger Lakes,Riesling,$30-60
90,Columbia Valley (WA),Bordeaux-style Red Blend,$15-30
90,Dry Creek Valley,Grenache,$30-60
90,Columbia Valley (WA),Rhône-style Red Blend,$15-30
90,Lake County,Red Blend,$15-30
90,Columbia Valley (WA),Merlot,$15-30
90,Russian River Valley,Chardonnay,$30-60
88,Yakima Valley,Riesling,$15-30
88,Columbia Valley (WA),Bordeaux-style White Blend,$30-60
88,Washington,Red Blend,$15-30
88,Finger Lakes,Riesling,$15-30
88,Yolo County,Red Blend,<$15
88,Mendocino,Primitivo,$15-30
88,California,Red Blend,<$15
88,Sonoma Coast,Chardonnay,$15-30
88,Paso Robles,Red Blend,$30-60
88,Finger Lakes,Cabernet Franc,$15-30
88,Walla Walla Valley (WA),Cabernet Sauvignon,$15-30
88,Napa Valley,Cabernet Sauvignon,$60-100
88,Columbia Valley (WA),Cabernet Sauvignon,$15-30
88,Calistoga,Rhône-style White Blend,$15-30
88,Rattlesnake Hills,G-S-M,$30-60
88,Temecula Valley,Cabernet Franc,$30-60
88,St. Helena,Cabernet Sauvignon,$30-60
88,Central Coast,Cabernet Sauvignon,$15-30
88,Livermore Valley,Grenache,$30-60
88,Temecula Valley,Pinot Grigio,$15-30
88,Monterey,Chardonnay,$15-30
88,Sierra Foothills,Rhône-style Red Blend,$15-30
88,Mount Veeder,Petit Verdot,$30-60
88,Red Hills Lake County,Cabernet Sauvignon,$60-100
88,Willamette Valley,Pinot Noir,$15-30
88,Napa Valley,Cabernet Sauvignon,$30-60
88,Santa Cruz Mountains,Cabernet Sauvignon,$30-60
88,Sonoma County,Chardonnay,<$15
92,Russian River Valley,Pinot Noir,$30-60
92,Napa Valley,Cabernet Sauvignon,100-500
92,Napa Valley,Bordeaux-style Red Blend,$60-100
92,Mount Veeder,Cabernet Sauvignon,$60-100
90,Sonoma Coast,Pinot Noir,$30-60
89,Napa Valley,Cabernet Sauvignon,$60-100
89,Dry Creek Valley,Cabernet Sauvignon,$15-30
89,Mendocino Ridge,Syrah,$30-60
93,Red Mountain,Bordeaux-style Red Blend,$30-60
93,Walla Walla Valley (WA),Syrah,$30-60
93,Paso Robles,Rhône-style Red Blend,$30-60
93,Napa Valley,Cabernet Sauvignon,100-500
93,Red Mountain,Mourvèdre,$30-60
93,Columbia Valley (WA),Merlot,$60-100
93,Paso Robles,Syrah,$30-60
93,Yakima Valley,Syrah,$30-60
93,Red Mountain,Syrah,$60-100
93,Santa Barbara County,Syrah,$30-60
93,Santa Lucia Highlands,Syrah,$30-60
93,Mount Veeder,Cabernet Sauvignon,$60-100
90,Napa Valley,Sparkling Blend,$30-60
90,Willamette Valley,Gewürztraminer,$15-30
90,Santa Barbara County,Petite Sirah,$30-60
90,California,Chardonnay,<$15
90,San Benito County,G-S-M,$15-30
90,Russian River Valley,Pinot Noir,$30-60
90,Russian River Valley,Pinot Noir,$30-60
90,Santa Lucia Highlands,Chardonnay,$15-30
90,North Fork of Long Island,Merlot,$30-60
90,Monterey,Malvasia Bianca,$15-30
90,Mendocino County,Arneis,$30-60
90,Carneros,Chardonnay,$15-30
90,Carneros,Sparkling Blend,$60-100
90,Willamette Valley,Pinot Noir,$30-60
90,Dry Creek Valley,Zinfandel,$30-60
90,Mendocino County,Zinfandel,$15-30
90,Wahluke Slope,Red Blend,$15-30
90,Lake County,Petite Sirah,$15-30
90,Santa Ynez Valley,Red Blend,$60-100
90,Walla Walla Valley (WA),Syrah,$30-60
90,Russian River Valley,Chardonnay,$30-60
90,Sonoma Coast,Pinot Noir,$60-100
90,Columbia Valley (WA),Viognier,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Lake County,Tempranillo,$30-60
90,Santa Cruz Mountains,Pinot Noir,$30-60
90,Amador County,Barbera,$30-60
90,Red Mountain,Cabernet Sauvignon,$30-60
88,Finger Lakes,Riesling,<$15
88,Temecula Valley,Pinot Grigio,$15-30
88,Contra Costa County,Zinfandel,$30-60
88,Santa Ynez Valley,Petite Sirah,$15-30
88,Walla Walla Valley (WA),Cabernet Sauvignon,$15-30
88,Southern Oregon,Sparkling Blend,$15-30
88,San Luis Obispo County,Pinot Gris,$15-30
88,Sonoma County,Grenache,$30-60
88,Finger Lakes,Riesling,<$15
88,Walla Walla Valley (WA),Rosé,$15-30
88,Finger Lakes,Pinot Noir,$30-60
88,Walla Walla Valley (WA),Bordeaux-style Red Blend,$15-30
88,Sonoma County,Petite Sirah,$30-60
88,Paso Robles,Red Blend,$30-60
88,Columbia Valley (WA),Cabernet Franc,$30-60
88,Columbia Valley (WA),Cabernet Sauvignon,$30-60
88,Dry Creek Valley,Zinfandel,$30-60
88,Dry Creek Valley,Zinfandel,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Santa Ynez Valley,Sauvignon Blanc,$15-30
89,Santa Clara Valley,Pinot Noir,$30-60
89,Washington,Sauvignon Blanc,$15-30
89,Horse Heaven Hills,Carignan-Grenache,$15-30
89,Dundee Hills,Pinot Noir,$60-100
89,Mendocino,Petite Sirah,$15-30
89,Willamette Valley,Pinot Noir,$15-30
89,Paso Robles,Red Blend,$30-60
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Dry Creek Valley,Zinfandel,$30-60
90,Templeton Gap District,Red Blend,$30-60
90,Paso Robles,Zinfandel,$30-60
90,Horse Heaven Hills,Riesling,<$15
90,Napa Valley,Merlot,$15-30
